UserID,parking_fee_weight,driving_distance_weight,near_elevator_weight,has_surveillance_weight
45809,-0.3173749627186571,0.0021704974654013264,-0.36670424169831856,0.2649105207334168
45974,0.005599345231443949,6.652180062671228e-05,-0.051356160840310326,0.006070444470123
46325,0.008699452451702101,-0.0003615139790362836,0.39079751564224646,-0.16286942800173174
48385,-0.012903672061748825,0.0003912175900266464,0.4066941585861307,0.38497599719636894
49383,-0.06520188086723822,0.0007423715608148207,-0.48768969824421166,-0.5780373166575428
50406,0.03633956111194451,-0.0001419314576336111,0.05960577624635703,-0.13423103308451945
51672,-0.0078041959136132925,0.00022749936913305305,-0.01140329076782495,-0.6090715280418157
51792,0.027877214762195044,-0.0006743709218793522,-0.004748716344983012,0.16324017848656996
51945,0.0,0.0,0.0,0.0
54288,0.014537630849346197,-0.00019967105828425246,0.5580101334750831,0.1750262934492966
55130,0.13396465128119858,0.00046408553077665737,0.9576116905807597,0.7218146488758468
56516,-0.03417403540624837,-4.8222362339459e-06,0.28786714266930225,0.6623401789152732
56806,0.04146145176928764,-2.6128489191433894e-05,0.1606748178127573,0.022279426671651552
58482,0.0,0.0,0.0,0.0
58735,0.250000000000001,-2.7755575615628914e-17,-0.7499999999999988,2.500000000000011
58867,-0.00021227302926272876,0.0002833228126969268,0.13747660312115154,-0.3510225863374904
59031,-0.02856922829684704,0.0001935809351983667,-0.6693556634698893,-0.18370772988397394
59171,0.28905855078186976,-0.0005364052593243226,-1.4211545172398032,0.45550058681271194
59380,-0.14314720705090153,0.0003396086664799523,0.251389507281181,-1.4637117378982527
61260,0.0,0.0,0.0,0.0
61561,-1.0301027900146824,-0.0029368575624082165,-2.4977973568281957,-4.365638766519818
61763,-0.0045538006115319945,0.0004256596092171701,0.08687475862587159,-0.026851082070515488
61809,0.0,0.0,0.0,0.0
63195,0.17165166234737325,0.00035422636720750054,-0.15258270027475584,-0.5213625407599383
63325,-0.0599311559957439,-0.0005897705928647486,0.43683193239395446,0.2985512423929766
63624,0.10722833556840816,-0.0008204872221017097,0.10278967485766086,0.47441741225205897
64578,-0.43292654885272996,0.004387968961493394,0.0,0.1457150740826098
64967,0.44175269263958555,-0.002780529898689305,1.957109527309913,-2.4760778548371727
66028,-0.0126804906939948,-0.0005980509996253505,-0.0009351675761511038,0.00016205330890905334
66869,-1.3748701238757658e-05,-0.0009908885392790573,0.0,9.820500884827127e-07
66911,-0.08666395345980699,0.00038353520878020575,-0.006106555891434522,0.00760592809559049
67597,0.11066860716499279,-0.0020684654013203635,0.7914751151519409,0.5271028058175584
67924,-0.01416266238823333,0.0005464662210114787,-0.0414050640596159,0.0414050640596159
68799,-0.16716276484566672,0.0015240061984334381,1.0365444830467645,-1.5408443646281813
68876,-0.05267169803241222,-0.00019527772295422122,0.33190550929100077,0.12204165974831456
68950,0.00459761806987322,-0.001053095820286934,0.6948221292984765,-0.5471012820032783
69348,0.016650307311301318,-0.00010142525598478549,0.08057863803254324,-0.45152294375957613
69773,-0.9889546941690914,-0.001038212605324773,0.49447734708456625,0.37188137377864955
70454,0.07587437884174549,-3.185699958224916e-05,0.6946542495888263,-0.37863865414991443
71133,-0.5766367599369779,0.01717647663712729,-0.0921257037507632,-0.528871685072201
77430,0.0,0.0,0.0,0.0
45997,-0.10292123138709572,0.0006941590012242635,-0.3009179270307188,2.4306571295679014
46461,0.019667919889496226,-0.00014210225990665215,-0.14898033471294495,-0.12749455036876256
48340,-0.12465793127652457,0.0003224117268169726,-2.547165646253811,-1.3412526761711292
48983,-0.010577591973536997,-0.0009317127971114197,-2.703639979962911,3.9421669583830568
50953,0.36340468909276236,0.0020387359836897844,-2.250254841997962,0.0
51339,0.16002954951500978,-0.0013880683775946163,0.5739080595813442,-4.590232624939397
51977,-0.00527958079513813,-0.0001240250264836626,-0.10856163510868273,0.1414638463670434
54864,0.5324921135646655,-0.008832807570977708,0.0,0.0
54897,0.0,0.0,0.0,0.0
57743,-0.055571553829255084,-0.0003307678069365766,0.8992564769519671,0.41802369175441517
58231,0.04167061430717232,-6.403607520140842e-05,0.1874349682810264,-0.6098616396422095
64930,8.011049723756775,0.02209944751381171,-39.85082872928112,54.63535911602123
65080,0.06057096475155619,-0.00015473735683467146,-0.04707442979800307,-0.678281657811395
65329,-0.037067634172321076,0.000288258979624782,0.3303314362303354,0.2252792358437093
65730,0.14470618471852806,0.0009053031217183271,1.1232156194534344,1.2114405687395446
65766,-0.012549835130965201,0.00025505911672021116,0.38401866506089855,0.20307084154442287
67602,-0.45568536189966896,0.004266596266087261,-0.157670851621973,-0.6348180016675823
69092,-0.034689155285031525,-0.0004469814804639628,0.9854092830210602,-0.24576611789281283
69139,0.0,0.0,0.0,0.0
69264,0.042951972718970555,-0.001059707434072897,-0.09100254891446562,-0.49592281171021535
69444,0.00935042604833731,0.0013634505161812722,0.9091749023368996,0.7336718289923191
71263,-0.008444150071037501,-0.00016870796470604642,0.16797671927780022,-0.2569215145608396
73527,-0.04167362706962187,-0.0003070960837714352,-0.6063391658548893,0.21595149786173698
74601,0.0003437234615111476,0.00010606923248953811,-0.28566066059182,0.26124682441910047
74863,-0.16912199275255405,-0.00036363789480096075,-0.8525067590282955,0.4753856511261114
74918,0.021992011698990635,-0.001093248548228033,-0.9370071216542416,0.009890197689642641
75442,-0.029020370468261978,-1.715745029370018e-05,0.0059026561044493815,0.7108056374383048
75774,1.362089914945321,-0.0018226002430133618,-1.0765492102065621,-0.8517618469015783
45810,-0.032858407102339636,-0.0002952561052290938,0.3254658883891849,0.08167799059197313
58706,0.007329082754811335,-0.00010289400582871507,-0.28968667749480737,-0.045424939961445934
63890,0.06296084211038509,-0.00029939258890824237,0.18792847722650535,0.19738527257374044
68575,0.0,0.0,0.0,0.0
68811,0.11018902720147455,-0.0016136468418626454,0.0,0.0
76395,0.064536653130631,7.268491052228837e-05,0.32650485485760683,0.5534439768844337
47573,-0.1404805914972273,0.0030807147258163914,0.0,0.0
48379,0.0,0.0,0.0,0.0
49590,0.006755887136332772,0.000894909957923541,1.3086126886080258,-1.6549302473376966
